canto_coding_id,region,division,subregion,area_kingdom,culture,language,people,PC1,PC2,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
9887,South,India,E C India/ E Central Tribal Area,Odisha,Paroja,Indo-European,Tribal,-2.15202838895538,-2.043603733899430,18.85,82.73,0.38,0.08,0.08,0.88,0.77,1.0,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.85,0.69,0.77,0.85,0.08,0.77,0.54,0.35,0.54,0.85,0.42,1.0,0.08,0.69,0.54,0.54,1.0,0.77,0.35,0.31,0.77,0.31,0.54
9888,South,India,E C India/ E Central Tribal Area,Odisha,Paroja,Indo-European,Tribal,-2.567044382416660,2.3602388000685000,18.32,82.87,0.77,0.69,0.15,0.88,0.77,0.77,1.0,0.31,1.0,0.54,0.46,0.23,0.35,0.85,0.85,0.85,0.77,1.0,0.31,0.54,0.54,0.23,0.54,0.85,0.77,0.69,0.69,0.69,0.54,0.54,0.54,0.77,0.23,0.31,0.54,0.31,0.54
1843,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,-0.7836129409894780,3.8848504676184400,8.52,76.93,0.69,0.23,0.38,0.54,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.23,0.54,0.08,0.31,0.31,0.31,0.08,0.54,0.69,0.77,1.0,1.0,0.69,0.54,0.54,0.54,0.31,0.23,0.31,0.54,0.31,0.54
1844,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,-0.08137305100156770,3.2802663519710400,8.52,76.93,0.46,0.23,0.46,0.54,0.54,0.77,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.23,0.54,0.08,0.31,0.77,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.38,0.54,0.54,0.54,0.77,0.23,0.31,0.54,0.54,0.54
1845,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,-0.39152290036755700,3.8816324748037100,10.85,76.27,0.46,0.23,0.46,0.54,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.23,0.31,0.08,0.08,0.54,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.77
1846,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,3.524139488602800,3.3340250043131500,10.85,76.27,0.77,0.69,0.62,0.77,0.54,0.31,0.54,0.77,0.31,0.31,1.0,0.38,0.92,0.38,0.69,0.08,0.08,0.08,0.85,0.77,0.31,0.08,0.08,0.38,0.54,0.08,0.08,0.38,0.54,0.31,0.08,0.77,0.23,0.31,0.31,0.54,0.08
1847,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,4.597448236391120,-1.4126212314281100,10.85,76.27,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.15,0.54,0.08,0.85,0.77,0.31,0.08,0.31,0.38,0.54,0.69,1.0,0.69,0.54,0.31,0.08,0.54,0.35,0.31,0.54,0.54,0.08
1848,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,1.9009070388803800,-1.0116845721626300,10.85,76.27,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.85,0.08,0.69,0.08,0.85,0.92,0.54,1.0,0.08,0.31,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.38,0.54,0.54,1.0,0.31,0.23,0.08,0.31,0.54,0.31
1849,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,-1.7859099391578400,3.8689875663656800,10.85,76.27,0.62,0.15,0.38,1.0,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.38,0.54,0.46,0.08,0.54,0.54,0.77,0.31,0.69,0.77,1.0,1.0,0.38,1.0,0.54,0.08,0.31,0.08,0.08,0.31,0.54,0.54
1850,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,-0.47336016672279400,0.32220953458309100,10.85,76.27,0.46,0.23,0.38,0.54,0.54,0.77,0.31,0.08,0.77,0.54,0.46,0.23,0.46,0.23,0.69,0.46,0.54,0.23,0.08,0.77,0.54,0.08,0.54,0.69,0.31,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.62,0.54,0.54,0.54,0.31
1851,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,-2.529291782245550,2.3994148387468100,10.85,76.27,0.62,0.23,0.46,1.0,0.77,1.0,0.54,1.0,0.77,0.54,0.46,0.23,0.46,0.23,0.69,0.85,0.54,1.0,0.08,0.54,0.54,0.62,0.31,0.77,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.31
1852,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,0.15250012662051400,-0.16847639954583300,10.85,76.27,0.73,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.15,0.42,0.08,0.08,0.54,0.31,0.62,0.31,0.85,0.54,0.69,1.0,0.38,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.08
3754,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,3.5554112301685900,2.0422265025137100,10.85,76.27,0.15,0.62,0.38,0.31,0.08,0.08,1.0,0.54,1.0,0.31,0.46,0.08,0.46,0.46,0.69,0.77,0.77,0.85,0.08,0.77,0.31,0.08,0.08,0.69,0.54,0.38,1.0,0.38,0.08,0.31,0.08,0.77,0.35,0.08,0.77,0.77,0.08
3755,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,4.21038833095457,3.0939313856492600,10.85,76.27,0.15,0.15,0.38,0.31,0.08,0.08,1.0,0.54,1.0,0.31,0.46,0.08,0.46,0.54,0.69,0.23,0.77,0.08,0.85,0.77,0.31,0.08,0.08,0.69,0.54,1.0,1.0,0.69,0.08,0.31,0.08,0.42,0.23,0.08,0.08,0.54,0.08
9193,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,8.185658640588320,1.5756866961908900,10.85,76.27,,0.0,0.31,0.0,0.0,0.0,0.31,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9347,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,1.3658260418741200,2.344460186467360,10.85,76.27,0.15,0.77,0.85,0.31,0.08,0.08,1.0,0.31,0.31,1.0,0.85,0.08,0.85,0.69,0.69,0.77,0.77,0.08,0.69,1.0,0.31,0.08,0.08,0.85,0.77,1.0,1.0,0.69,0.08,1.0,0.08,1.0,0.23,0.31,0.31,1.0,1.0
845,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,-3.140633288544550,2.0725523672150700,21.14,79.08,0.69,0.23,0.38,0.54,0.77,0.77,1.0,0.54,1.0,0.54,0.46,0.23,0.35,0.85,0.69,0.92,0.54,0.85,0.08,0.54,0.77,0.08,0.77,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.54,0.54,0.31
4456,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,-3.1305735210399700,1.7536587980648500,11.49,76.73,0.69,0.23,0.77,0.54,0.77,1.0,0.54,1.0,0.77,0.77,0.69,0.23,0.69,0.23,0.69,0.92,0.54,1.0,0.69,0.77,0.77,0.08,0.77,0.69,0.54,1.0,1.0,0.38,0.54,0.77,0.54,0.77,0.46,0.31,0.54,0.54,0.77
4457,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,-3.0644194507379500,-2.018739627732000,11.49,76.73,0.69,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,1.0,0.69,0.23,0.08,0.08,0.69,0.92,0.31,1.0,0.69,0.54,0.77,0.08,1.0,0.69,0.77,1.0,0.08,0.38,0.08,1.0,0.54,1.0,0.62,0.31,0.54,0.31,0.54
4458,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,-2.4403243445242700,-2.255614364989960,11.49,76.73,0.46,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.77,0.46,0.31,0.08,0.08,0.69,0.92,0.77,1.0,0.31,0.54,0.77,0.08,0.77,0.69,0.54,1.0,0.08,0.38,0.54,0.77,0.54,0.77,0.46,0.31,0.54,0.54,0.77
4459,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,-0.3463936947312920,-3.0326534111726500,11.49,76.73,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.69,0.08,0.08,0.08,0.69,0.92,0.54,1.0,0.69,0.54,0.77,0.08,1.0,0.69,0.54,0.69,0.08,0.38,0.08,1.0,0.54,0.77,0.46,0.54,0.31,0.31,0.77
4460,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,-4.051169372751200,1.4178300044752700,11.49,76.73,0.81,0.23,0.46,0.54,0.77,0.77,0.54,1.0,0.77,1.0,0.46,0.23,0.46,0.23,0.69,0.69,0.88,0.85,1.0,0.54,0.77,0.08,1.0,0.85,0.77,1.0,1.0,0.38,0.54,1.0,0.08,0.77,0.46,0.54,0.54,0.31,0.77
4461,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,-4.189478934147120,1.4274010371970500,11.49,76.73,0.69,0.69,0.62,0.54,0.77,0.77,0.77,0.77,0.54,1.0,0.46,0.23,0.23,0.38,0.69,0.92,0.54,1.0,0.69,0.31,0.77,0.08,1.0,0.85,0.77,1.0,0.38,0.38,0.54,1.0,0.08,0.77,0.62,0.54,0.54,0.31,0.77
4462,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,-3.7763560294122500,1.4226216624765900,11.49,76.73,0.46,0.23,0.46,0.54,1.0,0.77,0.54,1.0,0.54,1.0,0.46,0.23,0.46,0.23,0.69,0.92,0.77,0.85,0.31,0.54,0.77,0.08,0.77,0.69,0.77,1.0,1.0,0.69,0.08,1.0,0.54,0.42,0.46,0.54,0.31,0.31,0.77
4463,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,-0.3711951213734010,-3.1709802568728900,11.49,76.73,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.69,0.08,0.08,0.08,0.69,0.92,0.31,1.0,0.69,0.54,0.77,0.08,0.77,0.69,0.31,1.0,0.08,1.0,0.08,1.0,0.54,0.77,0.62,0.31,0.31,0.54,0.77
