,Melodic Complexity,Vocal Style,language
38,-3.6955704072635385,2.7154847602809236,Dravidian
39,-1.5055108735003266,-2.086581872395203,Dravidian
40,-1.7391974188896104,0.6561543822933468,Dravidian
41,-1.8273520866703497,-1.6831945052556583,Dravidian
42,-2.5308666626318552,3.5594719041395964,Dravidian
43,-3.1086464434141434,-3.312005260080387,Dravidian
44,-2.897030436721649,-2.0448767985234952,Dravidian
45,2.4190127672863118,2.7864337961217642,Indo-European
46,-2.417700356978602,-2.185865806851393,Austroasiatic
47,-2.5909006211061625,2.09564843504175,Austroasiatic
48,-2.7859882948304575,2.1621847454165484,Austroasiatic
49,0.9052585472886394,-3.486601017504219,Austroasiatic
50,0.2933216531447319,-3.6960481393519933,Austroasiatic
51,0.8976264783358027,-3.3819227376027756,Austroasiatic
52,-0.7314590088172347,-2.281956536948376,Austroasiatic
53,-0.5632358013173243,-2.757729702540133,Austroasiatic
54,0.23055371157356605,-3.4466603426007882,Austroasiatic
55,-0.5545349239906999,-2.3694012972684004,Austroasiatic
56,2.905706840873237,1.7517026317373097,Austroasiatic
57,1.8205685322616951,1.669157862257175,Austroasiatic
58,2.318166000349374,-2.396345721129467,Austroasiatic
59,3.121367219641024,-2.0742625356827196,Austroasiatic
60,-2.223523076054886,1.5945561475626275,Austroasiatic
61,4.177729501764034,-2.716545421369418,Austroasiatic
62,0.8060341789873062,-0.7447721605993581,Austroasiatic
63,1.885985370293535,-1.265049996248075,Austroasiatic
64,2.386648136858412,-2.7828300138044098,Austroasiatic
65,3.979715871285529,-2.1166495641953493,Austroasiatic
66,3.9460072013859557,-0.6443814081514344,Austroasiatic
67,2.888560526639907,-0.9580295903865718,Austroasiatic
68,-1.2091744778139566,-2.517419318758389,Austroasiatic
69,1.6854974356385115,-2.956642497213413,Austroasiatic
70,1.2662325126306564,2.8269849331059556,Austroasiatic
71,0.13688787654119808,2.8442748713785933,Austroasiatic
72,0.13024527260446495,-2.517303629816696,Austroasiatic
73,-2.869570103451561,1.3076176609740746,Dravidian
74,-2.7140425309820793,1.9112113395696113,Dravidian
75,-0.4706078620182882,1.77793575087813,Dravidian
76,0.8743493694724548,2.538388879985337,Austroasiatic
77,-1.4436419279121937,1.9792104907464387,Austroasiatic
78,-0.8310145337114703,1.5184297616251714,Austroasiatic
79,-0.4061868164022308,2.339171459882995,Austroasiatic
80,-0.38992741769677247,3.0844229271350128,Austroasiatic
81,2.723194731613184,-0.3041040347089731,Austroasiatic
82,-5.7973719865059365,0.31477587010293656,Austroasiatic
83,-0.47115199976649247,1.8117683664602382,Austroasiatic
84,3.1846156518145303,1.687281694154696,Indo-European
85,0.9629262456608858,-1.1580613726885374,Indo-European
86,-1.088516890513528,-1.7970813494752724,Indo-European
87,1.1050532320120854,2.2532691446153095,Indo-European
88,-3.760352121414935,3.508685805399803,Indo-European
89,-0.8128757071076584,-1.1682692174350415,Indo-European
90,5.3885867519573685,-1.8369319095634065,Indo-European
91,4.012047678870353,0.08183588516729064,Indo-European
92,2.469098636360065,-0.9904157498916225,Indo-European
93,2.6698896818693463,0.03466684759539819,Indo-European
94,1.8607941417014702,4.578989423177098,Indo-European
95,-0.7051908465770043,4.412995796496769,Indo-European
96,-1.7328479682120927,2.732281378495218,Indo-European
97,-0.899465818297589,-0.4049361008984039,Indo-European
98,2.0420056948004195,-1.9272842957745597,Indo-European
99,-1.8260504106226854,3.4638925762292203,Indo-European
100,-2.7486065756420635,2.5328308549109426,Indo-European
101,-0.8624350440257874,3.495250141286888,Indo-European
102,-2.963458907822401,3.0007895506458637,Indo-European
103,4.029881421333332,0.5407478712940244,Indo-European
104,5.918566785284426,0.7699260076125475,Indo-European
105,-0.03180830905092223,3.3456654020105288,Indo-European
106,-1.0180249513707593,3.359932852445134,Indo-European
107,4.083656659766843,-0.39337970423684643,Indo-European
108,4.368076198133029,1.0852601181561348,Indo-European
109,1.8994089690331832,-3.469882538099458,Indo-European
110,0.0426067395670208,4.224295235398946,Indo-European
111,2.811866193480533,1.7288508469179424,Indo-European
112,5.566334584446553,3.8108769669621125,Indo-European
113,2.2967594309282986,4.007746686727573,Indo-European
114,5.451768594675622,0.9259658988854116,Indo-European
115,2.0369469919121235,4.6223948943938,Indo-European
116,5.181662846132198,1.3765758763612725,Indo-European
117,5.581764089096942,3.440919795150207,Indo-European
118,-2.1965726413430584,2.9051006158248915,Indo-European
119,1.4169305687353322,1.5179776789103965,Indo-European
120,-2.522294696533908,1.5396381026978332,Indo-European
121,-1.3119630199849885,3.3061851769400774,Indo-European
122,-1.245081254741649,3.0074444271794936,Dravidian
123,-1.8065284604531189,2.0165736892213526,Dravidian
124,0.4647022776643319,2.1724292366619564,Dravidian
125,-0.23246224089813325,-2.3445934952578886,Indo-European
126,2.403120918590444,1.7200484987139013,Dravidian
127,1.4097609764146153,3.8501851679292547,Dravidian
128,4.0445810988537625,3.065430138687873,Dravidian
129,3.920911317406522,4.701025433641789,Dravidian
130,-1.443601651121971,3.4920976679666507,Dravidian
131,4.762761875701178,2.8388158061707385,Dravidian
132,3.9084382274370535,1.1574903022020575,Dravidian
133,2.235883387083979,1.9886972708931447,Dravidian
134,3.338836562152551,3.0368391610733796,Dravidian
135,4.5039792809125245,2.5215480826869023,Dravidian
136,3.412790674851614,1.3802322137611513,Dravidian
137,-1.523237578818218,-2.101993899289434,Dravidian
138,-0.9472265146037565,-2.3141235274703695,Dravidian
139,-2.1093830529309283,-2.695971837738471,Dravidian
140,0.3497698573419018,-1.7643894921387484,Dravidian
141,-1.0151723898069518,-1.3173964756402556,Dravidian
142,-1.3418715733879811,-2.975333076896837,Dravidian
143,-0.3229885197610876,-2.443253247869921,Dravidian
144,-1.648632020354505,-3.6195050437874228,Dravidian
145,-1.3203543480231623,-3.4206071292358855,Dravidian
146,-1.5866410710371859,-2.6194031718405846,Dravidian
147,-2.6431027644179066,0.7507757726681422,Dravidian
148,-2.570411554563735,-2.909926707623124,Dravidian
149,-2.891785648477913,0.21567013866273965,Dravidian
150,-0.6145106422457539,-1.7656641036712615,Dravidian
151,1.2925419442925674,-2.6686004605569895,Austroasiatic
152,0.7115894580119576,-2.9400829547935015,Austroasiatic
153,-1.9681291277147281,-3.2468871754341455,Austroasiatic
154,1.3697287028471037,1.092365556714805,Austroasiatic
155,1.1911227476649755,-1.744698133854285,Austroasiatic
156,0.5958692624307572,-2.6952576977686937,Austroasiatic
157,0.6287893919323337,-2.862319418673806,Austroasiatic
158,0.9102915682007926,-3.0763385873292917,Austroasiatic
159,0.7715689088880701,-1.481977330467341,Austroasiatic
160,0.985863107611925,-3.5288946339615688,Austroasiatic
161,-4.465720505105297,1.9966779923189386,Austroasiatic
162,1.9927162131972003,-0.8356742494535799,Austroasiatic
163,-1.0496139446933885,4.558779025355043,Austroasiatic
164,2.3215499353919107,1.5218860879567755,Dravidian
165,-1.4732344679562306,-2.189959468705243,Dravidian
166,-1.4672599359084433,-0.9816567074129016,Austroasiatic
167,-2.1741739239573437,-1.572739999651787,Austroasiatic
168,-1.2226363032910876,-1.8823576675074616,Austroasiatic
169,-1.7382462274039097,0.9516507938756472,Indo-European
170,3.5501914071965026,-2.506948136500128,Indo-European
171,3.5461852141159316,-2.973259410799795,Indo-European
172,2.326218330921278,-2.7569973863552737,Indo-European
173,1.0643013807644817,-2.670613539064411,Indo-European
174,2.3535985573722473,-2.422513188155682,Indo-European
175,1.2181435069842284,-3.364352857050229,Indo-European
176,1.6143998476260275,-2.8103056511459057,Indo-European
177,1.1530273251934147,-3.0843394029450444,Indo-European
178,2.732975979888969,-0.5114844178588784,Indo-European
179,2.034997304166805,-2.553148244050672,Indo-European
180,-2.7460233937761007,3.4433672480841855,Indo-European
181,-2.993463723850279,3.8012319609247283,Indo-European
182,-2.15202838895538,-2.043603733899428,Indo-European
183,-2.567044382416657,2.3602388000685037,Indo-European
184,-0.7836129409894776,3.8848504676184397,Dravidian
185,-0.08137305100156766,3.2802663519710373,Dravidian
186,-0.39152290036755666,3.8816324748037143,Dravidian
187,3.524139488602803,3.3340250043131476,Dravidian
188,4.597448236391123,-1.4126212314281084,Dravidian
189,1.9009070388803753,-1.0116845721626302,Dravidian
190,-1.7859099391578421,3.8689875663656803,Dravidian
191,-0.47336016672279446,0.32220953458309065,Dravidian
192,-2.529291782245547,2.3994148387468073,Dravidian
193,0.15250012662051413,-0.16847639954583282,Dravidian
194,3.5554112301685916,2.0422265025137083,Dravidian
195,4.21038833095457,3.0939313856492605,Dravidian
196,8.185658640588324,1.5756866961908922,Dravidian
197,1.3658260418741173,2.344460186467356,Dravidian
198,-3.140633288544553,2.0725523672150667,Dravidian
199,-3.1305735210399734,1.7536587980648461,Dravidian
200,-3.0644194507379474,-2.018739627732003,Dravidian
201,-2.4403243445242664,-2.255614364989958,Dravidian
202,-0.3463936947312919,-3.0326534111726517,Dravidian
203,-4.051169372751195,1.4178300044752656,Dravidian
204,-4.189478934147117,1.4274010371970463,Dravidian
205,-3.7763560294122547,1.4226216624765913,Dravidian
206,-0.3711951213734013,-3.1709802568728866,Dravidian
